energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,duration_ms,time_signature,playlist_genre,playlist_subgenre,track_popularity
0.592,170.391,0.332,-6.127,0.109,0.31,0.0371,0,0.0824,205160,3,rock,spanish,77
0.523,173.85,0.452,-6.453,0.233,0.363,0.0625,0,0.563,193827,3,rock,spanish,75
0.715,84.098,0.487,-4.417,0.195,0.638,0.0519,0,0.294,238133,4,rock,spanish,68
0.659,106.196,0.648,-6.369,0.19,0.532,0.0259,3.07E-4,0.115,206133,4,rock,spanish,68
0.85,125.796,0.374,-5.657,0.116,0.348,0.0404,0,0.0904,253187,4,rock,spanish,68
0.643,76.979,0.601,-4.581,0.283,0.387,0.0272,0,0.155,196360,4,rock,spanish,70
0.479,123.217,0.425,-12.22,0.378,0.279,0.0419,1.09E-4,0.44,215867,4,rock,spanish,72
0.553,126.043,0.487,-11.197,0.0992,0.699,0.0425,2.81E-5,0.209,288600,4,rock,spanish,73
0.358,145.751,0.715,-15.522,0.104,0.742,0.033,0.0133,0.743,254267,4,rock,spanish,68
0.759,124.725,0.791,-5.67,0.0993,0.917,0.037,4.44E-5,0.0823,214880,4,rock,spanish,69
0.936,172.547,0.594,-4.722,0.191,0.39,0.0944,3.51E-4,0.0224,194080,4,rock,spanish,78
0.735,123.57,0.714,-7.125,0.115,0.68,0.0306,6.22E-4,0.176,222227,4,rock,spanish,77
0.631,112.481,0.781,-7.615,0.0827,0.909,0.0307,0.00285,0.0533,225080,3,rock,spanish,68
0.854,148.003,0.634,-3.444,0.0664,0.564,0.0369,2.49E-6,0.00737,310813,4,rock,spanish,74
0.879,133.946,0.742,-4.274,0.0981,0.936,0.0328,7.17E-6,0.0696,227091,4,indian,workout,72
0.824,172.006,0.77,-6.491,0.318,0.49,0.0851,0,0.485,178605,4,indian,workout,70
0.809,116.015,0.732,-7.264,0.0642,0.253,0.0878,0,0.0266,232147,4,electronic,french,70
0.797,97.988,0.811,-5.428,0.112,0.541,0.165,0,0.0617,171133,4,electronic,french,68
0.807,155.397,0.525,-6.366,0.0504,0.741,0.0725,0,0.251,215933,4,electronic,french,68
0.593,119.958,0.79,-9.204,0.065,0.72,0.0776,0.00202,0.0983,206067,4,electronic,french,75
0.831,132.029,0.798,-4.481,0.112,0.721,0.171,5.87E-5,0.697,189091,4,electronic,french,71
0.913,123.58,0.606,-6.039,0.34,0.838,0.0351,0.00696,0.246,266600,4,electronic,french,70
0.449,114.924,0.669,-7.658,0.0729,0.327,0.049,0,0.184,213493,4,electronic,french,77
0.255,95.978,0.375,-12.279,0.0845,0.331,0.0377,0,0.815,316280,3,electronic,french,74
0.629,70.568,0.513,-9.055,0.146,0.498,0.19,0,0.0986,213933,4,electronic,french,70
0.583,126.036,0.793,-5.973,0.253,0.97,0.247,1.07E-5,0.106,217260,4,electronic,french,71
0.681,101.005,0.798,-4.818,0.137,0.434,0.0722,0.00197,0.219,188485,4,electronic,french,73
0.638,109.96,0.701,-9.061,0.279,0.646,0.165,0.00219,0.223,210933,4,electronic,french,68
0.852,119.892,0.779,-3.353,0.212,0.601,0.0651,0,0.235,237093,4,electronic,french,74
0.717,117.952,0.753,-8.438,0.0988,0.601,0.0384,0.00258,0.151,146441,4,electronic,french,68
0.627,118.093,0.788,-9.072,0.232,0.909,0.0751,0,0.693,165894,4,electronic,french,74
0.708,130.081,0.872,-7.472,0.0998,0.308,0.176,0,0.336,169846,4,electronic,french,69
0.569,115.03,0.772,-7.006,0.117,0.525,0.062,0,0.235,246979,4,electronic,french,71
0.709,130.081,0.872,-7.472,0.0998,0.309,0.176,0,0.336,169846,4,electronic,french,71
0.533,102.025,0.863,-7.986,0.0794,0.738,0.0484,0.00126,0.291,249957,4,indie,australian,71
0.873,97.96,0.621,-3.067,0.0824,0.873,0.0369,9.1E-6,0.0406,237800,4,indie,australian,79
0.924,168.017,0.598,-4.974,0.17,0.611,0.0623,0.799,0.0205,162339,4,indie,australian,76
0.664,118.018,0.731,-5.474,0.133,0.661,0.0302,0.35,0.00307,239267,4,indie,australian,68
0.655,92.9,0.649,-5.534,0.22,0.793,0.0652,0,0.307,147581,4,latin,afro-latin,70
0.781,107.007,0.811,-6.333,0.121,0.824,0.0428,0.001,0.376,219813,4,latin,afro-latin,69
0.503,99.97,0.792,-8.044,0.0959,0.381,0.0626,5.7E-4,0.0369,185093,4,latin,afro-latin,68
0.501,103.993,0.637,-6.148,0.099,0.431,0.187,5.91E-5,0.229,185461,4,latin,afro-latin,68
0.485,100.053,0.843,-8.735,0.107,0.689,0.195,0.0675,0.181,192418,4,latin,afro-latin,68
0.549,123.879,0.613,-8.187,0.116,0.78,0.231,0,0.097,180000,5,latin,afro-latin,71
0.649,113.009,0.788,-9.674,0.12,0.229,0.0532,0.0136,0.253,169912,4,latin,afro-latin,69
0.422,124.357,0.573,-7.621,0.102,0.693,0.0678,1.31E-5,0.551,184791,5,latin,afro-latin,76
0.725,105.016,0.711,-8.315,0.11,0.53,0.0941,0.129,0.424,183057,4,latin,afro-latin,74
0.809,99.005,0.724,-5.022,0.0765,0.606,0.0929,0,0.182,194040,4,latin,afro-latin,69
0.642,83.389,0.463,-4.474,0.0686,0.339,0.34,0,0.314,189893,4,latin,afro-latin,82
0.89,126.881,0.645,-4.985,0.376,0.421,0.128,9.38E-6,0.259,205087,4,pop,scandi,69
