energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,duration_ms,time_signature,playlist_genre,playlist_subgenre,track_popularity
0.695,102.178,0.437,-9.447,0.124,0.413,0.0617,0.0857,0.00111,447440,3,metal,death,72
0.763,148.366,0.365,-9.45,0.0865,0.342,0.0591,4.57E-4,0.00726,204867,4,metal,death,69
0.908,114.816,0.415,-9.701,0.082,0.437,0.0765,0.0345,0.00437,243533,4,metal,death,71
0.982,143.772,0.354,-3.026,0.204,0.194,0.168,2.94E-4,2.37E-4,252613,4,metal,death,80
0.828,123.257,0.577,-8.691,0.0581,0.604,0.0298,0.0114,0.00213,331267,4,metal,death,79
0.916,118.004,0.58,-4.358,0.126,0.683,0.0387,0.0259,2.97E-4,305907,4,metal,death,75
0.898,103.299,0.353,-5.877,0.39,0.525,0.052,0.105,2.23E-5,255733,4,metal,death,77
0.963,125.033,0.59,-6.489,0.0781,0.586,0.0676,1.05E-4,8.75E-5,222827,4,metal,death,77
0.949,129.984,0.554,-4.928,0.2,0.233,0.0787,9.98E-5,3.18E-4,374453,4,metal,death,70
0.781,71.841,0.443,-4.277,0.166,0.372,0.0377,0.205,1.33E-5,214760,4,metal,death,77
0.714,107.441,0.567,-8.512,0.186,0.191,0.0302,0.417,0.0012,403533,3,metal,death,68
0.776,77.987,0.585,-5.898,0.3,0.427,0.0459,7.74E-6,0.0572,244507,4,punk,pop punk,81
0.954,143.85,0.465,-4.251,0.573,0.458,0.044,5.38E-6,3.46E-4,193653,4,punk,pop punk,70
0.849,162.152,0.643,-5.428,0.058,0.903,0.0526,0,0.0371,165853,4,punk,pop punk,80
0.691,100.008,0.718,-6.44,0.0627,0.552,0.0387,0,0.0159,213107,4,punk,pop punk,69
0.887,119.974,0.606,-4.404,0.337,0.903,0.0598,0,2.42E-4,193000,4,punk,pop punk,69
0.75,118.015,0.774,-4.927,0.0808,0.927,0.0412,1.78E-5,0.00207,197987,4,punk,pop punk,72
0.906,172.977,0.517,-3.677,0.113,0.731,0.0735,9.26E-6,0.00272,211520,4,punk,pop punk,73
0.883,93.41,0.45,-4.094,0.293,0.328,0.0524,0,0.00193,214707,4,punk,pop punk,69
0.9,149.937,0.487,-4.417,0.358,0.484,0.0482,0,6.79E-5,204000,4,punk,pop punk,77
0.406,151.95,0.457,-7.462,0.117,0.208,0.0291,0,0.08,223067,3,punk,pop punk,73
0.936,170.229,0.414,-2.407,0.369,0.74,0.0758,0,0.00136,242413,4,punk,pop punk,70
0.939,177.751,0.494,-3.127,0.139,0.893,0.126,0,0.00666,175093,4,punk,pop punk,75
0.893,104.031,0.61,-3.681,0.021,0.673,0.0921,4.41E-5,0.154,296520,4,punk,pop punk,71
0.923,136.01,0.602,-3.763,0.0561,0.765,0.044,0,0.0098,216013,4,punk,pop punk,78
0.83,170.094,0.569,-4.106,0.114,0.609,0.14,0,0.0807,186635,4,punk,pop punk,72
0.897,148.708,0.434,-4.918,0.612,0.685,0.0488,0,0.0103,167067,4,punk,pop punk,81
0.814,104.98,0.546,-5.146,0.0972,0.146,0.0314,0,0.023,285653,4,punk,pop punk,77
0.943,94.612,0.331,-3.188,0.242,0.296,0.0698,2.06E-6,0.00721,235893,4,punk,pop punk,83
0.926,149.976,0.578,-3.689,0.14,0.877,0.0548,0.0127,0.00472,220707,4,punk,pop punk,71
0.781,110.024,0.655,-6.547,0.0867,0.584,0.034,5.33E-6,0.00103,227240,4,punk,pop punk,75
0.682,167.06,0.496,-4.095,0.0589,0.474,0.0294,2.94E-5,0.00552,262333,4,punk,pop punk,70
0.988,186.113,0.38,-2.042,0.368,0.769,0.0639,7.86E-5,2.64E-5,176346,4,punk,pop punk,79
0.823,87.904,0.693,-3.761,0.328,0.741,0.0726,0,0.0932,196093,4,punk,pop punk,68
0.563,137.715,0.452,-6.607,0.143,0.209,0.0272,0,0.144,267653,3,punk,pop punk,74
0.744,119.921,0.628,-4.718,0.313,0.277,0.0379,0,0.0257,169397,4,punk,pop punk,68
0.946,103.408,0.494,-2.757,0.398,0.741,0.0637,0,0.00129,169027,4,punk,pop punk,74
0.904,173.734,0.486,-3.751,0.0947,0.786,0.0638,2.83E-5,3.43E-5,198267,4,punk,pop punk,71
0.932,92.956,0.545,-2.189,0.127,0.464,0.0399,0,6.65E-4,192000,4,punk,pop punk,75
0.873,143.519,0.308,-4.542,0.0974,0.686,0.0533,7.29E-4,2.2E-4,206587,4,punk,pop punk,68
0.892,154.844,0.46,-5.046,0.106,0.59,0.0619,0,0.0051,203507,4,punk,pop punk,77
0.857,111.647,0.463,-3.063,0.184,0.856,0.0632,0,0.0506,161920,4,punk,pop punk,79
0.914,196.482,0.403,-5.215,0.065,0.626,0.142,0,5.79E-4,178267,4,punk,pop punk,73
0.951,157.663,0.391,-7.419,0.0878,0.468,0.0688,4.46E-4,0.012,148360,4,punk,pop punk,77
0.705,138.559,0.818,-6.679,0.613,0.772,0.177,0.00233,0.00836,222640,4,punk,pop punk,84
0.94,179.722,0.21,-3.427,0.269,0.255,0.123,0,0.00602,186480,4,punk,pop punk,74
0.87,164.057,0.28,-4.219,0.101,0.284,0.0592,0.00608,6.86E-4,261960,4,punk,pop punk,71
0.818,119.965,0.695,-5.379,0.0219,0.916,0.0334,4.87E-6,0.00647,182693,4,punk,pop punk,73
0.96,125.921,0.356,-3.487,0.209,0.0857,0.104,0,0.0142,204733,4,punk,pop punk,76
0.883,122.252,0.467,-3.679,0.125,0.309,0.106,1.52E-4,3.21E-4,299227,4,punk,pop punk,72
0.986,165.981,0.411,-2.522,0.371,0.649,0.0583,0.00148,2.64E-4,205960,4,punk,pop punk,68
0.796,169.835,0.289,-4.22,0.202,0.33,0.0494,2.61E-5,0.00837,238680,4,punk,pop punk,74
0.886,145.781,0.202,-3.805,0.643,0.192,0.0816,0,0.0286,194253,4,punk,pop punk,70
0.928,95.594,0.579,-4.344,0.18,0.882,0.0411,0,7.15E-4,171533,4,punk,pop punk,74
0.842,162.011,0.494,-4.784,0.122,0.574,0.0843,0,0.00579,229093,4,punk,pop punk,76
0.961,114.451,0.621,-3.198,0.0854,0.449,0.154,0,0.00523,180267,4,punk,pop punk,75
0.959,193.144,0.409,-4.563,0.0766,0.83,0.0869,0,3.24E-4,171600,4,punk,pop punk,69
0.827,167.086,0.29,-3.451,0.301,0.45,0.0362,2.55E-6,6.59E-4,493400,4,punk,pop punk,69
0.775,136.02,0.52,-5.803,0.364,0.383,0.0348,0,0.034,249627,4,punk,pop punk,71
0.965,112.363,0.403,-2.238,0.341,0.431,0.0964,2.76E-4,3.81E-5,236293,4,punk,pop punk,75
0.925,159.989,0.472,-3.545,0.0826,0.338,0.15,5.28E-4,3.94E-4,267867,4,punk,pop punk,68
0.422,112.751,0.756,-12.967,0.0368,0.487,0.0292,0.00183,0.0165,304133,4,blues,classic,72
0.214,67.531,0.332,-12.518,0.0839,0.11,0.0349,5.62E-6,0.845,271093,4,blues,classic,75
0.498,116.262,0.581,-6.9,0.132,0.111,0.0276,0,0.198,206360,4,blues,classic,74
0.428,149.705,0.641,-9.29,0.0579,0.53,0.024,0,0.0666,351467,3,blues,classic,70
0.519,140.054,0.546,-9.072,0.24,0.247,0.0291,4.6E-4,0.36,342400,4,blues,classic,71
0.652,80.61,0.52,-6.655,0.256,0.722,0.0274,6.14E-5,0.339,258787,4,blues,classic,77
0.402,119.873,0.651,-9.303,0.0765,0.258,0.028,7.73E-5,0.639,345600,4,blues,classic,68
0.317,131.783,0.509,-16.063,0.0878,0.247,0.0305,5.28E-5,0.621,192067,4,blues,classic,69
0.381,121.948,0.476,-10.238,0.0614,0.33,0.0342,0,0.727,286920,4,blues,classic,70
0.264,99.304,0.636,-14.567,0.275,0.264,0.0263,4.22E-5,0.593,238467,3,blues,classic,68
0.249,82.803,0.418,-13.744,0.112,0.213,0.0301,0.661,0.841,218547,4,blues,classic,71
0.74,118.01,0.593,-6.12,0.102,0.501,0.0339,2.14E-5,0.364,208107,4,blues,classic,69
0.64,101.991,0.691,-5.087,0.2,0.452,0.0384,5.24E-6,0.0247,210227,4,blues,classic,69
0.533,131.745,0.584,-7.11,0.306,0.224,0.0305,0,0.684,288427,3,blues,classic,71
0.65,129.993,0.727,-5.357,0.111,0.668,0.0337,0,0.662,254533,4,blues,classic,70
0.588,94.519,0.686,-8.343,0.0954,0.617,0.0554,0,0.178,249120,4,blues,classic,75
0.72,79.983,0.508,-5.908,0.0563,0.472,0.0628,0,0.272,261640,4,blues,classic,71
0.612,86.768,0.536,-5.847,0.209,0.57,0.272,0,0.119,229040,4,blues,classic,71
0.438,87.903,0.384,-9.149,0.101,0.287,0.0362,0,0.753,456867,4,blues,classic,72
0.467,119.919,0.615,-9.883,0.099,0.177,0.0327,0,0.314,273667,4,blues,classic,74
0.825,94.931,0.56,-3.862,0.161,0.268,0.0379,0,0.323,237493,4,blues,classic,75
0.602,94.382,0.805,-9.7,0.0581,0.744,0.0579,1.22E-4,0.119,238600,4,blues,classic,73
0.512,128.019,0.634,-8.651,0.0588,0.193,0.0285,3.91E-6,0.114,331240,4,blues,classic,68
0.479,81.998,0.675,-9.87,0.088,0.454,0.0278,1.76E-5,0.633,209493,4,blues,classic,75
0.678,138.009,0.713,-3.525,0.149,0.734,0.102,0,0.273,271333,4,blues,classic,78
0.859,65.043,0.728,-5.237,0.111,0.535,0.137,0,0.0401,214240,4,blues,classic,81
0.629,93.985,0.657,-4.938,0.254,0.726,0.0782,0,0.194,266893,4,blues,classic,69
0.467,138.007,0.845,-7.674,0.0694,0.702,0.138,0,0.0586,211200,4,blues,classic,68
0.621,140.036,0.583,-6.902,0.181,0.399,0.0479,0.00106,0.00972,323480,4,blues,classic,70
0.68,132.012,0.727,-4.498,0.0821,0.728,0.0286,0,0.0101,212507,4,blues,classic,77
0.925,86.989,0.749,-5.034,0.52,0.641,0.227,0,0.241,263373,4,blues,classic,83
0.73,93.867,0.637,-5.38,0.0981,0.731,0.0877,0,0.322,218947,4,blues,classic,69
0.932,129.473,0.522,-2.87,0.177,0.33,0.255,0,0.119,299507,4,blues,classic,68
0.622,74.267,0.328,-7.291,0.104,0.401,0.0866,0,0.858,228093,4,blues,classic,74
0.422,74.375,0.692,-10.533,0.0848,0.468,0.0333,0,0.0811,193120,4,blues,classic,72
0.549,90.04,0.644,-5.415,0.134,0.167,0.0285,8.85E-6,0.0209,253813,4,blues,classic,71
0.479,184.374,0.656,-7.055,0.168,0.708,0.0348,0.00272,0.0665,261867,4,blues,classic,69
0.768,80.063,0.78,-4.325,0.518,0.507,0.238,2.34E-6,0.0371,404107,4,blues,classic,79
0.656,104.036,0.638,-5.886,0.146,0.225,0.0357,0,0.188,262467,4,blues,classic,75
0.476,139.987,0.84,-7.918,0.0865,0.767,0.0629,0,0.0264,201400,4,blues,classic,74
0.614,136.628,0.553,-5.098,0.0811,0.345,0.0306,0,0.764,242679,4,blues,classic,71
0.596,93.135,0.569,-6.486,0.205,0.754,0.172,7.92E-5,0.452,217347,4,blues,classic,69
0.565,101.967,0.78,-7.32,0.063,0.365,0.0306,0.00269,0.736,322133,4,blues,classic,77
0.306,118.068,0.65,-9.443,0.0707,0.605,0.0393,7.07E-6,0.57,180056,4,blues,classic,75
0.661,130.009,0.762,-6.075,0.256,0.769,0.0687,0,0.15,225373,4,blues,classic,78
0.606,97.785,0.596,-12.145,0.0863,0.886,0.0255,3.27E-4,0.181,283800,4,rock,southern,78
0.834,118.222,0.249,-8.21,0.0924,0.337,0.0574,9.69E-5,0.0742,547107,4,rock,southern,75
0.752,120.47,0.422,-8.682,0.129,0.404,0.0449,1.19E-4,0.0366,356627,4,rock,southern,73
0.247,140.232,0.467,-14.161,0.157,0.258,0.0314,0.0157,0.906,209078,4,folk,indie,72
0.5,117.896,0.664,-6.935,0.0966,0.801,0.0651,0,0.799,182347,4,folk,indie,87
0.638,144.458,0.486,-6.231,0.078,0.178,0.0323,0,9.21E-4,199827,4,folk,indie,74
0.122,148.658,0.264,-15.399,0.094,0.0735,0.0349,0.349,0.885,371320,4,folk,indie,72
0.485,95.968,0.753,-9.431,0.192,0.547,0.035,0.00104,0.345,206250,4,folk,indie,73
0.561,115.011,0.598,-11.676,0.196,0.231,0.0376,0.0417,0.611,279000,4,folk,indie,74
0.324,141.8,0.733,-8.122,0.067,0.388,0.033,0,0.479,199391,4,folk,indie,71
0.22,129.9,0.702,-13.696,0.0891,0.197,0.0403,0,0.698,145438,4,folk,indie,79
0.467,157.338,0.413,-9.282,0.0711,0.377,0.0292,0.0111,0.732,200589,4,folk,indie,69
0.378,120.133,0.662,-10.908,0.121,0.207,0.0361,6.84E-6,0.475,297103,4,folk,indie,73
0.216,79.109,0.555,-11.661,0.109,0.504,0.0721,0.00416,0.557,87000,3,folk,indie,84
0.291,83.943,0.388,-12.952,0.0874,0.51,0.0421,1.93E-5,0.774,202047,4,folk,indie,77
0.363,121.412,0.531,-7.672,0.112,0.259,0.0608,0,0.749,229720,4,folk,indie,77
0.187,132.679,0.303,-16.757,0.102,0.212,0.0356,0.499,0.989,160853,4,folk,indie,83
0.551,148.035,0.527,-11.258,0.403,0.443,0.0345,2.75E-6,0.384,159636,4,folk,indie,84
0.186,110.044,0.6,-15.926,0.104,0.468,0.0317,0.00102,0.909,217467,4,folk,indie,76
0.439,122.877,0.586,-7.993,0.117,0.365,0.0346,0,0.715,199756,4,folk,indie,73
0.417,87.003,0.654,-9.226,0.831,0.649,0.0387,0,0.446,147608,4,folk,indie,68
0.731,101.654,0.483,-6.696,0.151,0.484,0.0381,0,0.436,204280,4,folk,indie,85
0.731,94.009,0.656,-5.861,0.397,0.376,0.0278,0.00111,0.575,147167,4,folk,indie,71
0.624,170.076,0.505,-6.526,0.314,0.413,0.0373,1.06E-5,0.0253,194417,4,folk,indie,70
0.452,108.953,0.413,-10.232,0.332,0.102,0.0308,0.0413,0.588,196211,4,folk,indie,69
0.864,99.995,0.637,-4.381,0.222,0.706,0.0468,0,0.484,214720,4,folk,indie,69
0.413,94.938,0.494,-10.432,0.193,0.273,0.0254,6.72E-5,0.682,211979,4,folk,indie,93
0.331,95.015,0.611,-12.493,0.117,0.559,0.028,2.76E-4,0.93,178293,4,folk,indie,73
0.312,128.094,0.681,-16.173,0.0935,0.789,0.0452,6.19E-4,0.816,171853,4,folk,american,69
0.316,127.823,0.625,-12.124,0.194,0.452,0.0815,0.238,0.777,236027,4,folk,american,70
0.399,171.402,0.537,-13.547,0.109,0.832,0.0269,0.0546,0.202,187110,4,folk,american,71
0.533,130.398,0.687,-8.853,0.0844,0.814,0.0314,6.43E-5,0.573,229707,4,folk,american,71
0.507,123.188,0.653,-17.18,0.155,0.831,0.0534,0.0147,0.687,252240,4,folk,american,76
0.331,95.015,0.611,-12.493,0.117,0.559,0.028,2.76E-4,0.93,178293,4,folk,american,73
0.309,82.789,0.583,-14.509,0.11,0.473,0.045,0.207,0.824,192480,4,folk,american,74
0.748,119.965,0.868,-3.492,0.252,0.829,0.0951,3.93E-6,0.29,176000,4,indian,bhangra,73
0.611,100.024,0.854,-6.26,0.119,0.417,0.0864,0,0.223,254400,4,indian,bhangra,68
0.128,109.986,0.522,-18.717,0.0941,0.124,0.0357,0.026,0.894,187932,4,lofi,hip-hop,70
0.235,118.917,0.498,-16.541,0.144,0.0895,0.188,0,0.72,179080,4,lofi,hip-hop,73
0.00362,69.677,0.235,-37.822,0.0956,0.0885,0.0441,0.79,0.995,105941,4,classical,modern,70
0.618,126.031,0.853,-10.833,0.0972,0.32,0.0923,0.89,0.633,145599,4,electronic,tropical,83
0.518,126.089,0.875,-8.388,0.125,0.37,0.0551,0.00995,0.0638,213364,4,electronic,tropical,84
0.791,122.085,0.571,-5.935,0.0612,0.585,0.0741,0,0.0494,175803,4,electronic,tropical,70
0.717,121.985,0.793,-4.759,0.226,0.466,0.0393,3.6E-5,0.0927,195547,4,electronic,tropical,76
0.942,120,0.762,-6.432,0.115,0.038,0.038,0.764,0.586,140000,4,electronic,tropical,72
0.777,108.005,0.58,-5.69,0.342,0.589,0.0655,0,0.104,178273,4,electronic,tropical,76
0.836,113.998,0.729,-4.312,0.336,0.288,0.0462,3.27E-5,0.156,154731,4,electronic,tropical,71
0.518,126.089,0.875,-8.388,0.125,0.37,0.0551,0.00995,0.0638,213364,4,electronic,techno,84
0.787,119.996,0.704,-6.751,0.159,0.31,0.0462,0.00538,0.00926,214000,4,electronic,techno,83
0.618,126.031,0.853,-10.833,0.0972,0.32,0.0923,0.89,0.633,145599,4,electronic,techno,83
0.856,127.949,0.596,-3.556,0.141,0.743,0.0346,0.0178,0.0211,222533,4,electronic,techno,81
0.869,126.027,0.874,-5.996,0.164,0.726,0.0315,0.00238,0.00116,102861,4,electronic,techno,80
0.729,127.028,0.88,-6.378,0.185,0.246,0.176,0.0113,0.334,198425,4,electronic,techno,79
0.86,128.004,0.755,-4.811,0.344,0.618,0.0523,7.47E-6,0.0144,152305,4,electronic,techno,77
0.813,125.91,0.513,-2.744,0.258,0.355,0.0335,0,0.28,164285,4,electronic,techno,77
0.797,121.985,0.845,-4.984,0.167,0.422,0.139,5.57E-6,0.0582,151475,4,electronic,techno,77
0.777,108.005,0.58,-5.69,0.342,0.589,0.0655,0,0.104,178273,4,electronic,techno,76
0.818,125.952,0.687,-4.221,0.248,0.886,0.0778,0,0.0112,165753,4,electronic,techno,76
0.69,125.004,0.847,-7.877,0.0526,0.692,0.0493,6.0E-5,0.0127,186662,4,electronic,techno,76
0.896,101.216,0.67,-4.673,0.344,0.403,0.058,3.21E-5,0.0342,160000,3,electronic,techno,75
0.876,129.998,0.671,-5.681,0.0823,0.964,0.0352,0.188,0.12,231545,4,electronic,techno,75
0.722,121.964,0.587,-6.983,0.543,0.466,0.0709,0.668,7.54E-4,180843,4,electronic,techno,75
0.886,120.032,0.655,-5.227,0.277,0.778,0.0502,0,0.066,199505,4,electronic,techno,74
0.655,129.89,0.558,-5.476,0.0854,0.39,0.0379,0,0.208,156923,4,electronic,techno,77
0.637,120.033,0.847,-8.751,0.121,0.0509,0.0587,0.201,0.201,208135,4,electronic,techno,74
0.793,87.024,0.545,-3.615,0.335,0.411,0.0371,0.00281,0.191,184852,4,electronic,techno,74
0.647,117.737,0.581,-7.335,0.304,0.257,0.0614,0.0502,0.0778,139384,4,electronic,techno,73
0.785,123.96,0.621,-4.499,0.0512,0.779,0.11,5.92E-6,0.0165,155253,4,electronic,techno,73
0.841,129.973,0.714,-5.942,0.596,0.865,0.0641,0.366,0.0622,137223,4,electronic,techno,72
0.821,125.051,0.848,-5.408,0.0962,0.249,0.0527,4.03E-4,0.0169,157445,4,electronic,techno,72
0.855,75.031,0.605,-4.414,0.098,0.302,0.329,7.09E-4,0.473,140987,4,electronic,techno,72
0.782,127.034,0.763,-4.541,0.293,0.502,0.0346,7.08E-6,0.182,177689,4,electronic,techno,71
0.821,140.039,0.777,-4.963,0.218,0.439,0.0595,0.0042,0.14,169535,4,electronic,techno,71
0.594,129.995,0.853,-6.823,0.0469,0.83,0.0371,0.134,0.052,188360,4,electronic,techno,71
0.867,124.015,0.747,-7.311,0.114,0.684,0.088,0.00413,0.582,220653,4,electronic,techno,70
0.606,123.006,0.567,-6.543,0.0686,0.314,0.0438,0,0.0801,171785,4,electronic,techno,68
0.937,123.993,0.651,-4.078,0.119,0.666,0.0468,0.0975,0.236,125179,4,electronic,techno,69
0.888,123.031,0.671,-4.285,0.0951,0.412,0.0412,0.0106,0.0022,146341,4,electronic,techno,69
0.714,127.993,0.634,-7.529,0.374,0.409,0.104,0.0025,0.00882,146523,4,electronic,techno,69
0.897,124.025,0.689,-4.487,0.0676,0.582,0.034,4.6E-6,0.145,181957,4,electronic,techno,69
0.863,130.02,0.652,-4.853,0.6,0.805,0.0523,0,0.0921,155077,4,electronic,techno,69
0.688,127.938,0.608,-8.597,0.08,0.214,0.0499,0.00736,0.0554,171094,4,electronic,techno,68
0.951,74.973,0.772,-3.375,0.036,0.4,0.271,7.38E-4,0.0634,152000,4,electronic,techno,68
0.88,130.085,0.588,-5.15,0.0667,0.523,0.0354,6.89E-5,0.0243,144649,4,electronic,techno,68
0.831,126.056,0.785,-3.681,0.086,0.673,0.0444,0.0105,0.0038,170359,4,electronic,techno,68
0.8,119.984,0.724,-5.468,0.0823,0.925,0.0541,9.38E-5,0.0103,227283,4,electronic,techno,68
0.392,75.066,0.599,-6.869,0.131,0.26,0.0257,1.07E-4,0.378,282813,4,electronic,future bass,70
0.802,100.001,0.713,-7.055,0.309,0.343,0.0561,0.00377,0.0435,226739,4,electronic,future bass,71
0.953,141.99,0.631,-3.739,0.108,0.422,0.0343,0.0155,0.0241,273803,4,electronic,future bass,68
0.942,120,0.762,-6.432,0.115,0.038,0.038,0.764,0.586,140000,4,electronic,deep house,72
0.432,81.109,0.695,-8.195,0.296,0.765,0.0479,0,0.312,216107,4,latin,cumbia,71
0.483,90.941,0.738,-9.097,0.086,0.774,0.0526,0,0.467,181307,4,latin,cumbia,68
0.538,80.096,0.72,-8.874,0.0654,0.805,0.0455,0,0.348,177040,4,latin,cumbia,73
0.712,91.98,0.848,-3.574,0.106,0.692,0.0981,0,0.221,298131,4,latin,reggaeton,84
0.681,99.998,0.725,-5.277,0.107,0.762,0.0376,0,0.318,230526,4,latin,reggaeton,73
0.519,100.025,0.763,-7.426,0.0816,0.804,0.0636,6.42E-6,0.22,134930,4,latin,reggaeton,83
0.616,104.008,0.773,-4.516,0.145,0.25,0.0416,4.24E-5,0.0565,190107,4,latin,reggaeton,72
0.854,117.994,0.786,-2.4,0.106,0.522,0.0741,2.39E-5,0.169,278644,4,latin,reggaeton,77
0.578,167.985,0.724,-7.117,0.0943,0.757,0.0819,1.06E-6,0.632,211879,4,latin,reggaeton,71
0.778,96.057,0.911,-2.248,0.179,0.345,0.262,2.16E-5,0.0887,162768,4,latin,reggaeton,84
0.645,119.935,0.801,-5.605,0.118,0.528,0.0706,0,0.604,208000,4,latin,reggaeton,70
0.621,139.056,0.787,-5.009,0.58,0.13,0.068,4.02E-4,0.15,267194,4,latin,reggaeton,77
0.724,94.601,0.847,-5.41,0.118,0.396,0.298,1.11E-6,0.0869,216328,4,latin,reggaeton,73
0.795,94.969,0.845,-3.502,0.224,0.681,0.0681,1.78E-5,0.343,197053,4,latin,reggaeton,81
0.738,169.918,0.841,-7.455,0.0892,0.484,0.307,0,0.52,172798,4,latin,reggaeton,83
0.8,143.978,0.652,-4.019,0.112,0.234,0.0614,0.629,0.143,231704,4,latin,reggaeton,74
0.706,140.017,0.863,-5.555,0.0786,0.686,0.103,4.43E-5,0.143,208125,4,latin,reggaeton,73
0.703,123.06,0.713,-5.769,0.321,0.576,0.194,0,0.298,255693,4,latin,reggaeton,69
0.712,92.005,0.911,-5.105,0.0933,0.425,0.0817,2.68E-5,0.0901,178567,4,latin,reggaeton,81
0.616,103.071,0.797,-10.229,0.0979,0.451,0.375,2.93E-4,0.762,339612,4,latin,reggaeton,74
0.475,98.047,0.801,-8.797,0.0639,0.234,0.0516,1.73E-5,0.141,213061,4,latin,reggaeton,79
0.715,106.672,0.65,-5.198,0.126,0.187,0.253,2.91E-4,0.0993,243717,4,latin,reggaeton,79
0.684,114.011,0.795,-3.971,0.658,0.419,0.0419,0,0.0225,237895,4,latin,reggaeton,76
0.786,196.12,0.663,-3.51,0.219,0.579,0.195,0,0.229,198367,4,latin,reggaeton,73
0.707,127.963,0.771,-6.404,0.0745,0.317,0.055,0,0.389,228750,4,latin,reggaeton,73
0.856,91.995,0.815,-3.825,0.244,0.872,0.122,8.34E-5,0.4,151667,4,latin,reggaeton,78
0.86,175.896,0.725,-3.726,0.0674,0.791,0.182,2.84E-4,0.422,230125,4,latin,reggaeton,74
0.688,153.979,0.659,-4.649,0.113,0.632,0.0673,0,0.207,273474,4,latin,reggaeton,73
0.648,179.951,0.644,-4.601,0.135,0.44,0.118,0,0.276,206710,4,latin,reggaeton,75
0.637,92.025,0.811,-4.835,0.118,0.471,0.0591,5.72E-4,0.234,130014,4,latin,reggaeton,72
0.618,81.993,0.856,-4.892,0.0866,0.391,0.286,0,0.0303,203201,4,latin,reggaeton,74
0.759,91.952,0.78,-3.292,0.143,0.579,0.225,8.68E-4,0.462,201040,4,latin,reggaeton,69
0.573,109.928,0.731,-10.059,0.113,0.145,0.0544,5.22E-5,0.401,205090,4,latin,reggaeton,75
0.765,174.021,0.691,-4.727,0.203,0.855,0.111,3.29E-6,0.464,246000,4,latin,reggaeton,74
0.829,96.172,0.607,-4.074,0.107,0.685,0.379,0,0.0103,295177,4,latin,reggaeton,72
0.848,179.87,0.685,-4.561,0.0783,0.761,0.0858,7.14E-6,0.0861,163084,4,latin,reggaeton,70
0.791,92.023,0.86,-4.784,0.106,0.887,0.0568,1.06E-4,0.169,175918,4,latin,reggaeton,73
0.603,129.928,0.9,-5.313,0.134,0.824,0.0646,4.81E-6,0.402,170972,4,latin,reggaeton,74
0.801,93.992,0.762,-3.661,0.254,0.81,0.0409,7.04E-5,0.2,136893,4,latin,reggaeton,68
0.758,97.014,0.86,-5.16,0.344,0.453,0.0695,6.54E-5,0.021,172127,4,latin,reggaeton,69
0.703,94.004,0.879,-4.219,0.0569,0.788,0.0701,0,0.143,199711,4,latin,reggaeton,71
0.596,165.951,0.819,-7.009,0.138,0.622,0.318,1.19E-6,0.225,225542,4,latin,reggaeton,70
0.646,176.088,0.756,-5.795,0.108,0.429,0.319,1.81E-5,0.152,242573,4,latin,reggaeton,82
0.791,92.603,0.639,-4.443,0.362,0.933,0.254,0,0.0275,222347,4,latin,reggaeton,75
0.624,176.169,0.61,-4.773,0.243,0.244,0.309,2.12E-6,0.6,250534,4,latin,reggaeton,72
0.689,97.963,0.882,-4.027,0.0501,0.746,0.124,0.00325,0.39,161627,4,latin,reggaeton,69
0.647,95.982,0.857,-4.152,0.0842,0.553,0.0984,1.2E-6,0.391,267500,4,latin,reggaeton,69
0.86,93.989,0.737,-2.652,0.0574,0.656,0.0593,1.94E-6,0.11,193227,4,latin,reggaeton,76
0.836,96.993,0.746,-4.336,0.116,0.874,0.0445,0.00291,0.145,203187,4,latin,reggaeton,70
0.673,87.961,0.818,-7.542,0.172,0.695,0.148,0,0.348,193636,4,latin,reggaeton,74
0.711,173.916,0.718,-5.746,0.1,0.92,0.11,5.52E-5,0.157,226413,4,latin,reggaeton,72
0.701,175.95,0.73,-5.885,0.151,0.785,0.106,0,0.132,207307,4,latin,reggaeton,82
0.746,175.965,0.746,-5.046,0.274,0.733,0.102,0,0.152,243227,4,latin,reggaeton,69
0.681,140.006,0.807,-6.268,0.0962,0.676,0.0983,0,0.423,297485,4,latin,reggaeton,69
0.69,106.034,0.799,-7.252,0.143,0.682,0.1,0.001,0.282,352442,4,latin,reggaeton,70
0.812,87.864,0.683,-4.493,0.0872,0.724,0.0711,4.04E-4,0.161,250840,4,latin,reggaeton,69
0.598,83.836,0.55,-5.402,0.0955,0.543,0.0831,2.58E-6,0.132,232496,4,latin,reggaeton,74
0.761,168.022,0.714,-4.596,0.241,0.906,0.0427,3.5E-4,0.139,230693,4,latin,reggaeton,69
0.617,168.021,0.713,-4.637,0.0962,0.682,0.0887,0,0.122,232853,4,latin,reggaeton,70
0.675,79.31,0.627,-7.125,0.0784,0.961,0.212,0,0.125,277107,4,latin,reggaeton,75
0.706,88.863,0.635,-3.224,0.108,0.443,0.125,0,0.256,209160,4,latin,reggaeton,70
0.766,130.001,0.762,-3.955,0.128,0.442,0.0343,6.98E-5,0.00776,287120,4,latin,reggaeton,76
0.745,94.979,0.793,-4.579,0.293,0.716,0.0571,1.89E-4,0.182,235411,4,latin,reggaeton,69
0.766,93.956,0.737,-4.242,0.114,0.662,0.0458,6.63E-6,0.31,196500,4,latin,reggaeton,70
